pair_id,pair_label,variant,family,attack_family,attack_layer,attack_strength,prompt_id,donor_prompt_id,donor_source,attack_checkpoint,detected,localization_correct,first_mismatch_checkpoint,output_affecting_available,output_affecting,output_affecting_reason
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,layer_skip,material_tamper,,eval_154,eval_154,C1_to_C2,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,gaussian,statistical_tamper,0.15,eval_155,eval_155,gaussian_noise,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,same_prompt_old_run_replay,material_tamper,,eval_155,eval_155,absrepro_same_stack,C2,0,0,,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,cross_prompt_stale_substitution,material_tamper,,eval_155,eval_154,absrepro_same_stack,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,wrong_shard_output,material_tamper,,eval_155,eval_156,same_run_next_prompt,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,scale_perturbation,material_tamper,0.15,eval_155,eval_155,scale_delta,C2,0,0,,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,layer_skip,material_tamper,,eval_155,eval_155,C1_to_C2,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,gaussian,statistical_tamper,0.15,eval_156,eval_156,gaussian_noise,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,same_prompt_old_run_replay,material_tamper,,eval_156,eval_156,absrepro_same_stack,C2,0,0,,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,cross_prompt_stale_substitution,material_tamper,,eval_156,eval_155,absrepro_same_stack,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,wrong_shard_output,material_tamper,,eval_156,eval_157,same_run_next_prompt,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,scale_perturbation,material_tamper,0.15,eval_156,eval_156,scale_delta,C2,0,0,,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,layer_skip,material_tamper,,eval_156,eval_156,C1_to_C2,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,gaussian,statistical_tamper,0.15,eval_157,eval_157,gaussian_noise,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,same_prompt_old_run_replay,material_tamper,,eval_157,eval_157,absrepro_same_stack,C2,0,0,,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,cross_prompt_stale_substitution,material_tamper,,eval_157,eval_156,absrepro_same_stack,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,wrong_shard_output,material_tamper,,eval_157,eval_158,same_run_next_prompt,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,scale_perturbation,material_tamper,0.15,eval_157,eval_157,scale_delta,C2,0,0,,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,layer_skip,material_tamper,,eval_157,eval_157,C1_to_C2,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,gaussian,statistical_tamper,0.15,eval_158,eval_158,gaussian_noise,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,same_prompt_old_run_replay,material_tamper,,eval_158,eval_158,absrepro_same_stack,C2,0,0,,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,cross_prompt_stale_substitution,material_tamper,,eval_158,eval_157,absrepro_same_stack,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,wrong_shard_output,material_tamper,,eval_158,eval_159,same_run_next_prompt,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,scale_perturbation,material_tamper,0.15,eval_158,eval_158,scale_delta,C2,0,0,,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,layer_skip,material_tamper,,eval_158,eval_158,C1_to_C2,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,gaussian,statistical_tamper,0.15,eval_159,eval_159,gaussian_noise,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,same_prompt_old_run_replay,material_tamper,,eval_159,eval_159,absrepro_same_stack,C2,0,0,,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,cross_prompt_stale_substitution,material_tamper,,eval_159,eval_158,absrepro_same_stack,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,wrong_shard_output,material_tamper,,eval_159,eval_160,same_run_next_prompt,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,scale_perturbation,material_tamper,0.15,eval_159,eval_159,scale_delta,C2,0,0,,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,layer_skip,material_tamper,,eval_159,eval_159,C1_to_C2,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,gaussian,statistical_tamper,0.15,eval_160,eval_160,gaussian_noise,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,same_prompt_old_run_replay,material_tamper,,eval_160,eval_160,absrepro_same_stack,C2,0,0,,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,cross_prompt_stale_substitution,material_tamper,,eval_160,eval_159,absrepro_same_stack,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,wrong_shard_output,material_tamper,,eval_160,eval_161,same_run_next_prompt,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,scale_perturbation,material_tamper,0.15,eval_160,eval_160,scale_delta,C2,0,0,,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,layer_skip,material_tamper,,eval_160,eval_160,C1_to_C2,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,gaussian,statistical_tamper,0.15,eval_161,eval_161,gaussian_noise,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,same_prompt_old_run_replay,material_tamper,,eval_161,eval_161,absrepro_same_stack,C2,0,0,,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,cross_prompt_stale_substitution,material_tamper,,eval_161,eval_160,absrepro_same_stack,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,wrong_shard_output,material_tamper,,eval_161,eval_162,same_run_next_prompt,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,scale_perturbation,material_tamper,0.15,eval_161,eval_161,scale_delta,C2,0,0,,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,layer_skip,material_tamper,,eval_161,eval_161,C1_to_C2,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,gaussian,statistical_tamper,0.15,eval_162,eval_162,gaussian_noise,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,same_prompt_old_run_replay,material_tamper,,eval_162,eval_162,absrepro_same_stack,C2,0,0,,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,cross_prompt_stale_substitution,material_tamper,,eval_162,eval_161,absrepro_same_stack,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,wrong_shard_output,material_tamper,,eval_162,eval_163,same_run_next_prompt,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,scale_perturbation,material_tamper,0.15,eval_162,eval_162,scale_delta,C2,0,0,,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,layer_skip,material_tamper,,eval_162,eval_162,C1_to_C2,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,gaussian,statistical_tamper,0.15,eval_163,eval_163,gaussian_noise,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,same_prompt_old_run_replay,material_tamper,,eval_163,eval_163,absrepro_same_stack,C2,0,0,,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,cross_prompt_stale_substitution,material_tamper,,eval_163,eval_162,absrepro_same_stack,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,wrong_shard_output,material_tamper,,eval_163,eval_164,same_run_next_prompt,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,scale_perturbation,material_tamper,0.15,eval_163,eval_163,scale_delta,C2,0,0,,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,layer_skip,material_tamper,,eval_163,eval_163,C1_to_C2,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,gaussian,statistical_tamper,0.15,eval_164,eval_164,gaussian_noise,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,same_prompt_old_run_replay,material_tamper,,eval_164,eval_164,absrepro_same_stack,C2,0,0,,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,cross_prompt_stale_substitution,material_tamper,,eval_164,eval_163,absrepro_same_stack,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,wrong_shard_output,material_tamper,,eval_164,eval_165,same_run_next_prompt,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,scale_perturbation,material_tamper,0.15,eval_164,eval_164,scale_delta,C2,0,0,,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,layer_skip,material_tamper,,eval_164,eval_164,C1_to_C2,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,gaussian,statistical_tamper,0.15,eval_165,eval_165,gaussian_noise,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,same_prompt_old_run_replay,material_tamper,,eval_165,eval_165,absrepro_same_stack,C2,0,0,,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,cross_prompt_stale_substitution,material_tamper,,eval_165,eval_164,absrepro_same_stack,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,wrong_shard_output,material_tamper,,eval_165,eval_166,same_run_next_prompt,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,scale_perturbation,material_tamper,0.15,eval_165,eval_165,scale_delta,C2,0,0,,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,layer_skip,material_tamper,,eval_165,eval_165,C1_to_C2,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,gaussian,statistical_tamper,0.15,eval_166,eval_166,gaussian_noise,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,same_prompt_old_run_replay,material_tamper,,eval_166,eval_166,absrepro_same_stack,C2,0,0,,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,cross_prompt_stale_substitution,material_tamper,,eval_166,eval_165,absrepro_same_stack,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,wrong_shard_output,material_tamper,,eval_166,eval_167,same_run_next_prompt,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,scale_perturbation,material_tamper,0.15,eval_166,eval_166,scale_delta,C2,0,0,,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,layer_skip,material_tamper,,eval_166,eval_166,C1_to_C2,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,gaussian,statistical_tamper,0.15,eval_167,eval_167,gaussian_noise,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,same_prompt_old_run_replay,material_tamper,,eval_167,eval_167,absrepro_same_stack,C2,0,0,,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,cross_prompt_stale_substitution,material_tamper,,eval_167,eval_166,absrepro_same_stack,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,wrong_shard_output,material_tamper,,eval_167,eval_168,same_run_next_prompt,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,scale_perturbation,material_tamper,0.15,eval_167,eval_167,scale_delta,C2,0,0,,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,layer_skip,material_tamper,,eval_167,eval_167,C1_to_C2,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,gaussian,statistical_tamper,0.15,eval_168,eval_168,gaussian_noise,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,same_prompt_old_run_replay,material_tamper,,eval_168,eval_168,absrepro_same_stack,C2,0,0,,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,cross_prompt_stale_substitution,material_tamper,,eval_168,eval_167,absrepro_same_stack,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,wrong_shard_output,material_tamper,,eval_168,eval_169,same_run_next_prompt,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,scale_perturbation,material_tamper,0.15,eval_168,eval_168,scale_delta,C2,0,0,,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,layer_skip,material_tamper,,eval_168,eval_168,C1_to_C2,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,gaussian,statistical_tamper,0.15,eval_169,eval_169,gaussian_noise,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,same_prompt_old_run_replay,material_tamper,,eval_169,eval_169,absrepro_same_stack,C2,0,0,,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,cross_prompt_stale_substitution,material_tamper,,eval_169,eval_168,absrepro_same_stack,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,wrong_shard_output,material_tamper,,eval_169,eval_170,same_run_next_prompt,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,scale_perturbation,material_tamper,0.15,eval_169,eval_169,scale_delta,C2,0,0,,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,layer_skip,material_tamper,,eval_169,eval_169,C1_to_C2,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,gaussian,statistical_tamper,0.15,eval_170,eval_170,gaussian_noise,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,same_prompt_old_run_replay,material_tamper,,eval_170,eval_170,absrepro_same_stack,C2,0,0,,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,cross_prompt_stale_substitution,material_tamper,,eval_170,eval_169,absrepro_same_stack,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,wrong_shard_output,material_tamper,,eval_170,eval_171,same_run_next_prompt,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,scale_perturbation,material_tamper,0.15,eval_170,eval_170,scale_delta,C2,0,0,,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,layer_skip,material_tamper,,eval_170,eval_170,C1_to_C2,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,gaussian,statistical_tamper,0.15,eval_171,eval_171,gaussian_noise,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,same_prompt_old_run_replay,material_tamper,,eval_171,eval_171,absrepro_same_stack,C2,0,0,,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,cross_prompt_stale_substitution,material_tamper,,eval_171,eval_170,absrepro_same_stack,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,wrong_shard_output,material_tamper,,eval_171,eval_172,same_run_next_prompt,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,scale_perturbation,material_tamper,0.15,eval_171,eval_171,scale_delta,C2,0,0,,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,layer_skip,material_tamper,,eval_171,eval_171,C1_to_C2,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,gaussian,statistical_tamper,0.15,eval_172,eval_172,gaussian_noise,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,same_prompt_old_run_replay,material_tamper,,eval_172,eval_172,absrepro_same_stack,C2,0,0,,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,cross_prompt_stale_substitution,material_tamper,,eval_172,eval_171,absrepro_same_stack,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,wrong_shard_output,material_tamper,,eval_172,eval_173,same_run_next_prompt,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,scale_perturbation,material_tamper,0.15,eval_172,eval_172,scale_delta,C2,0,0,,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,layer_skip,material_tamper,,eval_172,eval_172,C1_to_C2,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,gaussian,statistical_tamper,0.15,eval_173,eval_173,gaussian_noise,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,same_prompt_old_run_replay,material_tamper,,eval_173,eval_173,absrepro_same_stack,C2,0,0,,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,cross_prompt_stale_substitution,material_tamper,,eval_173,eval_172,absrepro_same_stack,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,wrong_shard_output,material_tamper,,eval_173,eval_174,same_run_next_prompt,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,scale_perturbation,material_tamper,0.15,eval_173,eval_173,scale_delta,C2,0,0,,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,layer_skip,material_tamper,,eval_173,eval_173,C1_to_C2,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,gaussian,statistical_tamper,0.15,eval_174,eval_174,gaussian_noise,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,same_prompt_old_run_replay,material_tamper,,eval_174,eval_174,absrepro_same_stack,C2,0,0,,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,cross_prompt_stale_substitution,material_tamper,,eval_174,eval_173,absrepro_same_stack,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,wrong_shard_output,material_tamper,,eval_174,eval_175,same_run_next_prompt,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,scale_perturbation,material_tamper,0.15,eval_174,eval_174,scale_delta,C2,0,0,,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,layer_skip,material_tamper,,eval_174,eval_174,C1_to_C2,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,gaussian,statistical_tamper,0.15,eval_175,eval_175,gaussian_noise,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,same_prompt_old_run_replay,material_tamper,,eval_175,eval_175,absrepro_same_stack,C2,0,0,,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,cross_prompt_stale_substitution,material_tamper,,eval_175,eval_174,absrepro_same_stack,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,wrong_shard_output,material_tamper,,eval_175,eval_176,same_run_next_prompt,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,scale_perturbation,material_tamper,0.15,eval_175,eval_175,scale_delta,C2,0,0,,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,layer_skip,material_tamper,,eval_175,eval_175,C1_to_C2,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,gaussian,statistical_tamper,0.15,eval_176,eval_176,gaussian_noise,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,same_prompt_old_run_replay,material_tamper,,eval_176,eval_176,absrepro_same_stack,C2,0,0,,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,cross_prompt_stale_substitution,material_tamper,,eval_176,eval_175,absrepro_same_stack,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,wrong_shard_output,material_tamper,,eval_176,eval_177,same_run_next_prompt,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,scale_perturbation,material_tamper,0.15,eval_176,eval_176,scale_delta,C2,0,0,,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,layer_skip,material_tamper,,eval_176,eval_176,C1_to_C2,C2,1,1,C2,0,,no_logits_or_output_in_capture
t4strict_pair_a_vs_c_40_200,stack_a_vs_stack_c,projcos4,projcos,gaussian,statistical_tamper,0.15,eval_177,eval_177,gaussian_noise,C2,1,1,C2,0,,no_logits_or_output_in_capture
